url,title,author,date
http://kenh14.vn/lua-ban-chi-vo-sang-trung-quoc-lay-tien-tieu-xai-20171113193928016.chn,Lừa bán chị vợ sang Trung Quốc lấy tiền tiêu xài,"Đ.Lam, ",20:25 13/11/2017
http://kenh14.vn/ban-nguoi-yeu-sang-trung-quoc-chi-de-lay-5-trieu-dong-20171013075515507.chn,Bán người yêu sang Trung Quốc chỉ để lấy 5 triệu đồng,"Thùy An, ",08:15 13/10/2017
http://kenh14.vn/thieu-nu-2-lan-tron-chong-trung-quoc-ve-nuoc-to-cao-ke-buon-nguoi-20170830164902718.chn,Thiếu nữ 2 lần trốn chồng Trung Quốc về nước tố cáo kẻ buôn người,"Thành Trung, ",07:17 31/08/2017
http://kenh14.vn/binh-thuan-bat-co-gai-22-tuoi-trong-duong-day-buon-nguoi-ra-nuoc-ngoai-20170306205257442.chn,Bình Thuận: Bắt cô gái 22 tuổi trong đường dây buôn người ra nước ngoài,"Minh Tuệ - Thiên Thạch, ",01:35 07/03/2017
http://kenh14.vn/chi-lay-10-trieu-dong-de-ban-em-gai-16-tuoi-sang-trung-quoc-20170224215853294.chn,Chị lấy 10 triệu đồng để bán em gái 16 tuổi sang Trung Quốc,"Gia Hưng, ",22:30 24/02/2017
http://kenh14.vn/be-gai-13-tuoi-nghi-bi-bat-coc-sang-trung-quoc-trong-tet-chay-tron-suot-2-ngay-dem-tim-ve-viet-nam-20170213080458499.chn,Bé gái 13 tuổi nghi bị bắt cóc sang Trung Quốc trong Tết chạy trốn suốt 2 ngày đêm tìm về Việt Nam,"Minh Ngọc, ",09:01 13/02/2017
http://kenh14.vn/cong-an-o-ninh-thuan-canh-bao-nguy-co-bat-coc-tre-em-20170118205529317.chn,,,
http://kenh14.vn/nam-sinh-lop-11-bi-nhom-ban-bat-coc-me-nan-nhan-hot-hoang-cau-cuu-cong-an-20170119160218845.chn,"Nam sinh lớp 11 bị nhóm bạn bắt cóc, mẹ nạn nhân hốt hoảng cầu cứu công an","Hà Nam, ",18:07 19/01/2017
http://kenh14.vn/nghe-an-tam-giu-1-trong-2-doi-tuong-nghi-bat-coc-chau-be-2-tuoi-giua-ban-ngay-20170106145712298.chn,Nghệ An: Tạm giữ 1 trong 2 đối tượng nghi bắt cóc cháu bé 2 tuổi giữa ban ngày,"Văn Nguyễn, ",17:02 06/01/2017
http://kenh14.vn/bat-ke-chu-muu-dieu-7-dan-em-bat-coc-chong-tong-tien-vo-gay-xon-xao-da-nang-20161201143758009.chn,"Bắt kẻ chủ mưu điều 7 đàn em bắt cóc chồng, tống tiền vợ gây xôn xao Đà Nẵng","H. Nam, ",14:59 01/12/2016
http://kenh14.vn/su-that-nguoi-phu-nu-an-mac-cu-rach-bat-coc-tre-em-o-hai-phong-20161009220439741.chn,Sự thật người phụ nữ ăn mặc cũ rách bắt cóc trẻ em ở Hải Phòng,"Định Nguyễn, ",22:30 09/10/2016
http://kenh14.vn/hai-cha-con-doanh-nhan-bi-bat-coc-tao-ton-truoc-truong-mam-non-o-binh-thuan-20160826112405146.chn,Hai cha con doanh nhân bị bắt cóc táo tợn trước trường mầm non ở Bình Thuận,"Thạch Nguyễn, ",11:36 26/08/2016
http://kenh14.vn/ha-noi-chau-be-5-tuoi-khoc-loc-hoang-so-ke-chuyen-bi-bat-coc-hut-20160731000915692.chn,"Hà Nội: Cháu bé 5 tuổi khóc lóc, hoảng sợ kể chuyện bị bắt cóc hụt","Trí Thức Trẻ, ",07:58 31/07/2016
http://kenh14.vn/bat-coc-tre-em-tao-ton-giua-ban-ngay-20160515155510687.chn,Bắt cóc trẻ em táo tợn giữa ban ngày,"Tiền Phong, ",16:04 15/05/2016
http://kenh14.vn/hang-loat-tin-don-bat-coc-mo-noi-tang-o-can-tho-20160415213331983.chn,,,
http://kenh14.vn/hoi-an-tung-tin-bat-coc-tre-em-vi-muon-cong-an-nhanh-den-hien-truong-2016041820010973.chn,Hội An: Tung tin bắt cóc trẻ em vì muốn Công an nhanh đến hiện trường,"Hà Nam, ",23:11 18/04/2016
http://kenh14.vn/xa-hoi/cong-an-ha-noi-lap-ho-so-xu-ly-nguoi-tung-tin-bat-coc-tre-em-o-nga-ba-pho-hue-20160402150101222.chn,Công an Hà Nội lập hồ sơ xử lý người tung tin bắt cóc trẻ em ở ngã ba Phố Huế,"Định Nguyễn, ",15:26 02/04/2016
http://kenh14.vn/xa-hoi/thuc-hu-chuyen-be-gai-di-cung-ong-bi-bat-coc-hut-o-ha-noi-20160315070601468.chn,Thực hư chuyện bé gái đi cùng ông bị bắt cóc hụt ở Hà Nội,"Định Nguyễn, ",07:34 15/03/2016
http://kenh14.vn/xa-hoi/hang-tram-nguoi-bao-vay-danh-doi-nam-nu-nghi-bat-coc-tre-em-o-sai-gon-chi-la-hieu-lam-20160304161928797.chn,Hàng trăm người bao vây đánh đôi nam nữ nghi bắt cóc trẻ em ở Sài Gòn: Chỉ là hiểu lầm!,"Tứ Quý, ",20:09 04/03/2016
http://kenh14.vn/xa-hoi/hai-huoc-mot-vu-bat-coc-tre-em-20150115101942120.chn,Hài hước một vụ “bắt cóc trẻ em”,"Tiền Phong, ",11:14 15/01/2015
http://kenh14.vn/xa-hoi/chuyen-chua-ke-ve-vu-bat-coc-tre-em-xon-xao-ca-nuoc-20150809090344351.chn,Chuyện chưa kể về vụ bắt cóc trẻ em xôn xao cả nước,"Vietnamnet, ",09:03 09/08/2015
http://kenh14.vn/xa-hoi/dan-mang-vach-tran-tro-cau-like-cua-2-thieu-nu-bia-chuyen-thoi-mien-bat-coc-tre-em-2016010119411673.chn,"Dân mạng vạch trần trò câu like của 2 thiếu nữ bịa chuyện thôi miên, bắt cóc trẻ em","Phương Ly, ",00:01 02/01/2016
http://kenh14.vn/xa-hoi/vach-tran-chan-tuong-nguoi-dan-ong-di-tat-om-con-tho-di-ban-ve-so-o-vung-tau-20140808021958241.chn,"Vạch trần chân tướng người đàn ông ""dị tật"" ôm con thơ đi bán vé số ở Vũng Tàu","Nguyễn Nam, ",00:01 09/08/2014
http://kenh14.vn/xa-hoi/cu-dan-mang-vach-tran-diem-vo-li-trong-status-khoe-4-lan-pha-thai-gay-soc-20150728030141920.chn,"Cư dân mạng ""vạch trần"" điểm vô lí trong status ""khoe"" 4 lần phá thai gây sốc","PV, ",16:29 28/07/2015
http://kenh14.vn/xa-hoi/con-gai-6-tuoi-bi-bat-coc-may-man-tro-ve-nguoi-me-xuong-toc-cam-on-doi-20160309144939379.chn,"Con gái 6 tuổi bị bắt cóc may mắn trở về, người mẹ xuống tóc cảm ơn đời","Tứ Quý, ",15:12 09/03/2016
http://kenh14.vn/xa-hoi/su-that-ve-doan-clip-be-trai-hoa-ng-loa-n-sau-khi-thoa-t-kho-i-nguoi-la-bat-coc-20160221185639421.chn,"Sự thật về đoạn clip bé trai hoảng loạn sau khi ""thoát khỏi người lạ bắt cóc""","Tứ Quý - Nguyễn Toàn, ",00:01 23/02/2016
http://kenh14.vn/xa-hoi/truy-lung-ke-bat-coc-giai-cuu-chau-be-3-thang-tuoi-20151130090025321.chn,"Truy lùng kẻ bắt cóc, giải cứu cháu bé 3 tháng tuổi","Công an nhân dân, ",11:18 30/11/2015
http://kenh14.vn/xa-hoi/thuc-hu-vu-be-gai-4-tuoi-bi-nhom-thanh-nien-xong-vao-nha-bat-coc-20151204201155689.chn,Thực hư vụ bé gái 4 tuổi bị nhóm thanh niên xông vào nhà... bắt cóc,"Tam Xuân, ",23:30 04/12/2015
http://kenh14.vn/xa-hoi/quang-ninh-xon-xao-hinh-anh-12-be-trai-bi-bat-coc-khong-tim-duoc-cha-me-20151124090733910.chn,Quảng Ninh: Xôn xao hình ảnh 12 bé trai bị bắt cóc không tìm được cha mẹ,"PV, ",09:46 24/11/2015
http://kenh14.vn/xa-hoi/10-be-trai-bi-bat-coc-duoc-giai-cuu-co-ten-doc-nhat-viet-nam-20151126091044692.chn,"10 bé trai ""bị bắt cóc được giải cứu"" có tên độc nhất Việt Nam","Trí Thức Trẻ, ",21:54 26/11/2015
http://kenh14.vn/xa-hoi/giay-phut-nghet-tho-giai-cuu-co-gai-bi-bat-coc-trong-khach-san-20160204103830665.chn,Giây phút nghẹt thở giải cứu cô gái bị bắt cóc trong khách sạn,"Công an TP HCM, ",11:14 04/02/2016
http://kenh14.vn/xa-hoi/clip-giai-cuu-co-gai-han-quoc-ngoi-vat-veo-tren-cua-so-tang-3-doa-nhay-lau-tu-tu-20151108024925656.chn,Clip: Giải cứu cô gái Hàn Quốc ngồi vắt vẻo trên cửa sổ tầng 3 dọa nhảy lầu tự tử ,"Hoàng Sang, ",16:22 08/11/2015
http://kenh14.vn/xa-hoi/ha-noi-canh-sat-giai-cuu-ba-bau-co-y-dinh-tu-tu-20160103144846728.chn,Hà Nội: Cảnh sát giải cứu bà bầu có ý định tự tử,"Lao Động, ",16:02 03/01/2016
http://kenh14.vn/xa-hoi/cong-an-giai-cuu-nguoi-me-tre-treo-lan-can-cau-tu-tu-20150513091350413.chn,,,
http://kenh14.vn/xa-hoi/ha-noi-giai-cuu-co-gai-di-du-hoc-my-nhay-song-to-lich-tu-tu-2015081208266443.chn,Hà Nội: Giải cứu cô gái đi du học Mỹ nhảy sông Tô Lịch tự tử,"Phụ Nữ TP HCM, ",20:30 12/08/2015
http://kenh14.vn/xa-hoi/su-that-dang-sau-thong-tin-be-3-tuoi-bi-bat-coc-ngay-truoc-mat-me-o-quan-4-sai-gon-20160314100826556.chn,"Sự thật đằng sau thông tin bé 3 tuổi bị bắt cóc ngay trước mặt mẹ ở quận 4, Sài Gòn","Trí Thức Trẻ, ",11:20 14/03/2016
http://kenh14.vn/xa-hoi/co-hay-khong-viec-be-gai-bi-2-nguoi-la-mat-bat-coc-giau-vao-trong-ao-o-ha-noi-20160407165100797.chn,"Có hay không việc bé gái bị 2 người lạ mặt bắt cóc, giấu vào trong áo ở Hà Nội?","Định Nguyễn, ",17:18 07/04/2016
http://kenh14.vn/xa-hoi/binh-thuan-tung-toan-bo-trinh-sat-tim-be-trai-bi-bat-coc-20160406222123606.chn,Bình Thuận tung toàn bộ trinh sát tìm bé trai bị bắt cóc,"Pháp luật TP HCM, ",22:39 06/04/2016
http://kenh14.vn/xa-hoi/nam-sinh-lop-10-trinh-bao-bi-xit-chat-doc-ngat-xiu-roi-bat-coc-20160330084006987.chn,"Nam sinh lớp 10 trình báo ""bị xịt chất độc ngất xỉu rồi bắt cóc""","Pháp luật TP HCM, ",10:27 30/03/2016
http://kenh14.vn/xa-hoi/tung-tin-bat-coc-tre-em-tren-facebook-co-the-ngoi-tu-20160326121501591.chn,,,
http://kenh14.vn/xa-hoi/truong-hoc-o-sai-gon-siet-an-ninh-de-phong-bat-coc-tre-em-20160326122118024.chn,,,
http://kenh14.vn/xa-hoi/co-giao-mam-non-thua-nhan-tung-tin-don-hoc-sinh-bi-bat-coc-20160326171045695.chn,Cô giáo mầm non thừa nhận tung tin đồn học sinh bị bắt cóc,"Người Lao Động, ",20:49 26/03/2016
http://kenh14.vn/xa-hoi/tp-hcm-tu-dau-nam-den-nay-chua-co-vu-bat-coc-nao-20160324142218923.chn,"TP HCM: ""Từ đầu năm đến nay chưa có vụ bắt cóc nào""","Người Lao Động, ",14:40 24/03/2016
http://kenh14.vn/xa-hoi/da-lat-canh-bao-ve-tinh-trang-du-do-bat-coc-hoc-sinh-tieu-hoc-20160318095319506.chn,"Đà Lạt: Cảnh báo về tình trạng dụ dỗ, bắt cóc học sinh tiểu học","Vietnamplus, ",10:11 18/03/2016
http://kenh14.vn/xa-hoi/canh-bao-viec-hoc-sinh-bi-nguoi-la-du-do-201602231613144.chn,Cảnh báo việc học sinh bị người lạ dụ dỗ,"Báo Lâm đồng, ",17:24 23/02/2016
http://kenh14.vn/xa-hoi/nghi-van-bat-coc-bat-thanh-nen-cuop-nu-trang-hoc-sinh-o-tphcm-20160323082858431.chn,Nghi vấn bắt cóc bất thành nên cướp nữ trang học sinh ở TP.HCM,"Trí Thức Trẻ, ",08:37 23/03/2016
http://kenh14.vn/xa-hoi/da-xac-dinh-duoc-nguoi-tung-tin-tre-bi-bat-coc-tai-da-lat-20160401141847922.chn,Đã xác định được người tung tin trẻ bị bắt cóc tại Đà Lạt,"Tuổi Trẻ, ",14:20 01/04/2016
http://kenh14.vn/xa-hoi/cong-an-dieu-tra-vu-clip-nu-sinh-bi-bo-roi-giua-ruong-cu-chi-2016032523415499.chn,Công an điều tra vụ clip nữ sinh bị bỏ rơi giữa ruộng Củ Chi,"Tuổi Trẻ, ",23:51 25/03/2016
http://kenh14.vn/xa-hoi/xu-phat-co-giao-tung-tin-hoc-sinh-bi-bat-coc-2016032820290004.chn,Xử phạt cô giáo tung tin học sinh bị bắt cóc,"Người Lao Động, ",21:55 28/03/2016
http://kenh14.vn/xa-hoi/ke-bat-coc-sat-hai-chau-be-da-man-sau-do-goi-dien-doi-tien-chuoc-20160407082418944.chn,"Kẻ bắt cóc sát hại cháu bé dã man, sau đó gọi điện đòi tiền chuộc","Công an TPHCM, ",10:01 07/04/2016
http://kenh14.vn/xa-hoi/nghi-can-bat-coc-giet-nguoi-vo-an-ui-cha-nan-nhan-20160407150136939.chn,"Nghi can bắt cóc, giết người vờ an ủi cha nạn nhân","Tuổi Trẻ, ",15:21 07/04/2016
http://kenh14.vn/xa-hoi/loi-khai-cua-nghi-pham-sat-hai-be-trai-11-tuoi-20160407110711646.chn,Lời khai của nghi phạm sát hại bé trai 11 tuổi,"Pháp luật TPHCM, ",11:58 07/04/2016
http://kenh14.vn/nha-truong-dan-thong-bao-de-phong-hoc-sinh-bi-bat-coc-2016042009015416.chn,Nhà trường dán thông báo đề phòng học sinh bị bắt cóc,"Pháp luật TP HCM, ",11:14 20/04/2016
http://kenh14.vn/be-trai-2-tuoi-tu-thoat-khoi-hai-ke-bat-coc-phe-ma-tuy-20160722111612595.chn,,,
http://kenh14.vn/lam-dong-be-trai-10-ngay-tuoi-nghi-bi-bat-coc-20160726201801702.chn,Lâm Đồng: Bé trai 10 ngày tuổi nghi bị bắt cóc,"Người lao động, ",20:46 26/07/2016
http://kenh14.vn/nhan-giu-gium-tre-roi-bat-coc-doi-chuoc-40-trieu-dong-20160619200925948.chn,"Nhận giữ giùm trẻ rồi ""bắt cóc"" đòi chuộc 40 triệu đồng","Tuổi Trẻ, ",20:32 19/06/2016
http://kenh14.vn/xa-hoi/bang-cuop-gia-nha-xe-bat-coc-khach-de-doi-tien-chuoc-2015122408252196.chn,,,
http://kenh14.vn/da-nang-nhom-giang-ho-bat-coc-nguoi-cuong-doat-tai-san-20160806170606728.chn,"Đà Nẵng: Nhóm giang hồ bắt cóc người, cưỡng đoạt tài sản","Gia đình và Xã hội, ",19:05 06/08/2016
http://kenh14.vn/giet-nguoi-cuop-tai-san-bat-chuoc-phim-canh-sat-hinh-su-rex-chu-cho-tham-tu-20160425210534749.chn,"""Giết người - cướp tài sản"" bắt chước phim Cảnh sát hình sự ""Rex - chú chó thám tử""","An ninh Thủ đô, ",23:07 25/04/2016
http://kenh14.vn/doc-truyen-conan-roi-ung-dung-di-dot-ray-trom-tien-cua-su-20160422140736919.chn,"Đọc truyện Conan rồi ứng dụng đi đốt rẫy, trộm tiền của sư","Người Lao Động, ",14:24 22/04/2016
http://kenh14.vn/xa-hoi/theo-chan-nu-quai-gia-vo-di-chua-roi-ngang-nhien-trom-tien-cong-duc-o-van-mieu-20160223145435268.chn,"Theo chân ""nữ quái"" giả vờ đi chùa rồi ngang nhiên trộm tiền công đức ở Văn Miếu","Trí Thức Trẻ, ",14:58 23/02/2016
http://kenh14.vn/xa-hoi/nha-chua-mat-trom-170-trieu-tien-phat-tu-cung-duong-20151122035939954.chn,Nhà chùa mất trộm 170 triệu tiền phật tử cúng dường,"Tuổi Trẻ, ",19:45 22/11/2015
